0.000000000000000000e+00 1.580000000000000000e+02 5.260000000000000000e+02
1.000000000000000000e+00 3.080000000000000000e+02 5.680000000000000000e+02
2.000000000000000000e+00 4.320000000000000000e+02 5.960000000000000000e+02
3.000000000000000000e+00 5.500000000000000000e+02 6.360000000000000000e+02
4.000000000000000000e+00 6.460000000000000000e+02 6.640000000000000000e+02
5.000000000000000000e+00 7.320000000000000000e+02 6.920000000000000000e+02
6.000000000000000000e+00 7.760000000000000000e+02 6.600000000000000000e+02
7.000000000000000000e+00 8.180000000000000000e+02 6.240000000000000000e+02
8.000000000000000000e+00 8.580000000000000000e+02 5.920000000000000000e+02
9.000000000000000000e+00 8.940000000000000000e+02 5.700000000000000000e+02
1.000000000000000000e+01 9.300000000000000000e+02 5.440000000000000000e+02
1.100000000000000000e+01 9.640000000000000000e+02 5.240000000000000000e+02
1.200000000000000000e+01 9.940000000000000000e+02 5.040000000000000000e+02
1.300000000000000000e+01 1.028000000000000000e+03 4.920000000000000000e+02
1.400000000000000000e+01 1.058000000000000000e+03 4.800000000000000000e+02
1.500000000000000000e+01 1.086000000000000000e+03 4.660000000000000000e+02
1.600000000000000000e+01 1.112000000000000000e+03 4.620000000000000000e+02
1.700000000000000000e+01 1.142000000000000000e+03 4.560000000000000000e+02
1.800000000000000000e+01 1.164000000000000000e+03 4.540000000000000000e+02
1.900000000000000000e+01 1.184000000000000000e+03 4.520000000000000000e+02
2.000000000000000000e+01 1.212000000000000000e+03 4.520000000000000000e+02
2.100000000000000000e+01 1.234000000000000000e+03 4.580000000000000000e+02
2.200000000000000000e+01 1.252000000000000000e+03 4.580000000000000000e+02
2.300000000000000000e+01 1.276000000000000000e+03 4.680000000000000000e+02
2.400000000000000000e+01 1.296000000000000000e+03 4.780000000000000000e+02
2.500000000000000000e+01 1.302000000000000000e+03 4.740000000000000000e+02
2.600000000000000000e+01 1.248000000000000000e+03 4.660000000000000000e+02
2.700000000000000000e+01 1.190000000000000000e+03 4.660000000000000000e+02
2.800000000000000000e+01 1.124000000000000000e+03 4.600000000000000000e+02
2.900000000000000000e+01 1.060000000000000000e+03 4.600000000000000000e+02
3.000000000000000000e+01 9.920000000000000000e+02 4.620000000000000000e+02
3.100000000000000000e+01 9.200000000000000000e+02 4.620000000000000000e+02
3.200000000000000000e+01 8.440000000000000000e+02 4.620000000000000000e+02
3.300000000000000000e+01 7.660000000000000000e+02 4.700000000000000000e+02
3.400000000000000000e+01 6.900000000000000000e+02 4.760000000000000000e+02
3.500000000000000000e+01 6.060000000000000000e+02 4.840000000000000000e+02
3.600000000000000000e+01 5.180000000000000000e+02 4.960000000000000000e+02
3.700000000000000000e+01 4.220000000000000000e+02 5.080000000000000000e+02
3.800000000000000000e+01 3.100000000000000000e+02 5.160000000000000000e+02
3.900000000000000000e+01 2.140000000000000000e+02 5.340000000000000000e+02
4.000000000000000000e+01 1.080000000000000000e+02 5.520000000000000000e+02
