0 1202 178
1 1206 186
2 1206 188
3 1206 188
4 1204 192
5 1198 192
6 1194 192
7 1184 194
8 1174 194
9 1166 188
10 1156 184
11 1148 182
12 1140 174
13 1138 170
14 1132 168
21 1108 148
22 1102 148
23 1100 156
24 1098 158
25 1094 164
26 1090 172
27 1086 182
28 1080 192
29 1078 202
30 1076 212
31 1072 230
32 1068 244
33 1062 262
34 1058 280
35 1058 298
36 1060 280
37 1060 266
38 1056 254
39 1054 242
40 1052 232
41 1050 226
42 1050 216
43 1046 210
44 1044 206
45 1036 200
46 992 178
47 942 152
48 888 130
49 832 106
50 770 88
51 708 66
52 636 44
53 560 20
157 1378 28
158 1346 16
246 148 266
247 248 288
248 336 314
249 416 340
250 480 346
251 514 318
252 546 286
253 580 260
254 610 242
255 640 220
256 672 204
257 702 192
258 734 176
259 758 166
260 788 158
261 816 154
262 840 150
263 866 146
264 892 148
265 918 146
266 942 150
267 966 158
268 988 164
269 1012 170
270 1034 176
271 1050 186
272 1068 198
273 1028 174
274 980 156
275 936 132
276 888 110
277 832 88
278 776 70
279 724 48
280 654 32
