0.000000000000000000e+00 1.084000000000000000e+03 1.440000000000000000e+02
1.000000000000000000e+00 1.082000000000000000e+03 1.500000000000000000e+02
2.000000000000000000e+00 1.078000000000000000e+03 1.560000000000000000e+02
3.000000000000000000e+00 1.076000000000000000e+03 1.640000000000000000e+02
4.000000000000000000e+00 1.072000000000000000e+03 1.720000000000000000e+02
5.000000000000000000e+00 1.070000000000000000e+03 1.820000000000000000e+02
6.000000000000000000e+00 1.062000000000000000e+03 2.000000000000000000e+02
7.000000000000000000e+00 1.062000000000000000e+03 2.060000000000000000e+02
8.000000000000000000e+00 1.056000000000000000e+03 2.280000000000000000e+02
9.000000000000000000e+00 1.052000000000000000e+03 2.400000000000000000e+02
1.000000000000000000e+01 1.050000000000000000e+03 2.580000000000000000e+02
1.100000000000000000e+01 1.048000000000000000e+03 2.760000000000000000e+02
1.200000000000000000e+01 1.042000000000000000e+03 2.820000000000000000e+02
1.300000000000000000e+01 1.044000000000000000e+03 2.720000000000000000e+02
1.400000000000000000e+01 1.044000000000000000e+03 2.660000000000000000e+02
1.500000000000000000e+01 1.046000000000000000e+03 2.520000000000000000e+02
1.600000000000000000e+01 1.036000000000000000e+03 2.420000000000000000e+02
1.700000000000000000e+01 1.040000000000000000e+03 2.340000000000000000e+02
1.800000000000000000e+01 1.038000000000000000e+03 2.300000000000000000e+02
1.900000000000000000e+01 1.038000000000000000e+03 2.260000000000000000e+02
2.000000000000000000e+01 1.038000000000000000e+03 2.180000000000000000e+02
2.100000000000000000e+01 1.034000000000000000e+03 2.180000000000000000e+02
2.200000000000000000e+01 1.034000000000000000e+03 2.180000000000000000e+02
2.300000000000000000e+01 1.010000000000000000e+03 2.040000000000000000e+02
2.400000000000000000e+01 9.620000000000000000e+02 1.900000000000000000e+02
2.500000000000000000e+01 9.120000000000000000e+02 1.700000000000000000e+02
2.600000000000000000e+01 8.620000000000000000e+02 1.580000000000000000e+02
2.700000000000000000e+01 8.060000000000000000e+02 1.400000000000000000e+02
2.800000000000000000e+01 7.560000000000000000e+02 1.260000000000000000e+02
2.900000000000000000e+01 6.900000000000000000e+02 1.160000000000000000e+02
3.000000000000000000e+01 6.240000000000000000e+02 1.020000000000000000e+02
3.100000000000000000e+01 5.440000000000000000e+02 8.800000000000000000e+01
3.200000000000000000e+01 4.740000000000000000e+02 7.800000000000000000e+01
3.300000000000000000e+01 3.880000000000000000e+02 7.200000000000000000e+01
3.400000000000000000e+01 2.980000000000000000e+02 6.400000000000000000e+01
3.500000000000000000e+01 2.060000000000000000e+02 6.000000000000000000e+01
3.600000000000000000e+01 1.020000000000000000e+02 6.000000000000000000e+01
1.200000000000000000e+02 6.400000000000000000e+01 2.800000000000000000e+02
1.210000000000000000e+02 1.140000000000000000e+02 3.060000000000000000e+02
1.220000000000000000e+02 1.780000000000000000e+02 3.220000000000000000e+02
1.230000000000000000e+02 1.960000000000000000e+02 3.000000000000000000e+02
1.240000000000000000e+02 2.220000000000000000e+02 2.760000000000000000e+02
1.250000000000000000e+02 2.400000000000000000e+02 2.560000000000000000e+02
1.260000000000000000e+02 2.620000000000000000e+02 2.440000000000000000e+02
1.270000000000000000e+02 2.860000000000000000e+02 2.280000000000000000e+02
1.280000000000000000e+02 3.100000000000000000e+02 2.060000000000000000e+02
1.290000000000000000e+02 3.260000000000000000e+02 1.940000000000000000e+02
1.300000000000000000e+02 3.440000000000000000e+02 1.940000000000000000e+02
1.310000000000000000e+02 3.640000000000000000e+02 1.840000000000000000e+02
1.320000000000000000e+02 3.760000000000000000e+02 1.800000000000000000e+02
1.330000000000000000e+02 4.040000000000000000e+02 1.800000000000000000e+02
1.340000000000000000e+02 4.180000000000000000e+02 1.780000000000000000e+02
1.350000000000000000e+02 4.400000000000000000e+02 1.740000000000000000e+02
1.360000000000000000e+02 4.500000000000000000e+02 1.740000000000000000e+02
1.370000000000000000e+02 4.700000000000000000e+02 1.760000000000000000e+02
1.380000000000000000e+02 4.840000000000000000e+02 1.820000000000000000e+02
1.390000000000000000e+02 5.060000000000000000e+02 1.880000000000000000e+02
1.400000000000000000e+02 5.140000000000000000e+02 1.980000000000000000e+02
1.410000000000000000e+02 5.300000000000000000e+02 2.040000000000000000e+02
1.420000000000000000e+02 5.480000000000000000e+02 2.080000000000000000e+02
1.430000000000000000e+02 5.540000000000000000e+02 2.180000000000000000e+02
1.440000000000000000e+02 5.660000000000000000e+02 2.300000000000000000e+02
1.450000000000000000e+02 5.160000000000000000e+02 2.060000000000000000e+02
1.460000000000000000e+02 4.740000000000000000e+02 1.920000000000000000e+02
1.470000000000000000e+02 4.160000000000000000e+02 1.800000000000000000e+02
1.480000000000000000e+02 3.660000000000000000e+02 1.580000000000000000e+02
1.490000000000000000e+02 3.100000000000000000e+02 1.440000000000000000e+02
1.500000000000000000e+02 2.460000000000000000e+02 1.240000000000000000e+02
1.510000000000000000e+02 1.800000000000000000e+02 1.080000000000000000e+02
1.520000000000000000e+02 1.020000000000000000e+02 9.600000000000000000e+01
1.530000000000000000e+02 3.200000000000000000e+01 8.600000000000000000e+01
